sample_id,filename,fold,target,category,esc10,noise_type,noise_level_db,exposure_duration_hours,hour_of_day,day_of_week,hrv_score,sleep_quality_score,stress_level,cognitive_impact,fatigue_level,mental_health_impact,risk_category
1-36164-A-26,1-36164-A-26.wav,1,26,laughing,False,human_activity,52.87,1.49,1,0,87.16,8.4,1.9,1.0,1.0,5.91,Low
1-36164-B-26,1-36164-B-26.wav,1,26,laughing,False,human_activity,66.21,0.15,16,3,83.14,8.17,1.0,1.0,1.0,9.35,Low
1-36393-A-23,1-36393-A-23.wav,1,23,breathing,False,human_activity,38.09,3.63,19,1,82.95,9.39,1.34,1.0,1.61,0.84,Low
1-36397-A-23,1-36397-A-23.wav,1,23,breathing,False,human_activity,29.73,0.34,19,0,95.44,7.18,1.44,1.0,1.0,4.94,Low
1-36400-A-23,1-36400-A-23.wav,1,23,breathing,False,human_activity,28.23,0.32,21,4,84.61,8.8,1.0,2.15,1.56,3.15,Low
1-36402-A-23,1-36402-A-23.wav,1,23,breathing,False,human_activity,26.51,1.44,7,3,81.97,8.84,1.0,1.73,1.26,4.23,Low
1-36929-A-47,1-36929-A-47.wav,1,47,airplane,False,aircraft,88.92,0.42,11,6,83.91,9.06,2.45,1.0,1.0,11.93,Low
1-37226-A-29,1-37226-A-29.wav,1,29,drinking_sipping,False,human_activity,50.03,1.27,10,3,91.15,9.88,1.25,1.0,1.0,2.87,Low
1-38559-A-14,1-38559-A-14.wav,1,14,chirping_birds,False,natural,44.45,12.0,3,2,85.37,8.73,1.0,1.6,1.0,2.22,Low
1-38560-A-14,1-38560-A-14.wav,1,14,chirping_birds,False,natural,49.79,1.15,21,3,83.07,7.79,1.18,1.57,1.0,5.81,Low
1-39835-A-9,1-39835-A-9.wav,1,9,crow,False,natural,79.01,0.92,11,1,89.79,9.5,1.55,2.31,1.09,6.97,Low
1-39835-B-9,1-39835-B-9.wav,1,9,crow,False,natural,77.78,8.11,1,5,71.25,8.36,1.44,1.26,1.3,4.93,Low
1-39901-A-11,1-39901-A-11.wav,1,11,sea_waves,True,natural,45.54,1.04,21,5,86.74,8.59,1.0,1.77,1.0,5.72,Low
1-39901-B-11,1-39901-B-11.wav,1,11,sea_waves,True,natural,46.26,6.35,20,3,82.32,8.62,2.26,1.19,1.0,2.03,Low
1-39923-A-1,1-39923-A-1.wav,1,1,rooster,True,natural,92.37,0.59,9,1,83.38,7.85,1.87,1.0,1.57,9.2,Low
1-39937-A-28,1-39937-A-28.wav,1,28,snoring,False,human_activity,50.82,0.96,22,3,85.87,8.29,1.24,1.0,1.0,8.09,Low
1-40154-A-46,1-40154-A-46.wav,1,46,church_bells,False,human_activity,85.15,3.72,6,4,79.45,8.11,2.59,2.18,1.72,14.88,Low
1-40621-A-28,1-40621-A-28.wav,1,28,snoring,False,human_activity,68.44,1.31,19,1,87.49,8.15,1.0,1.0,1.52,6.77,Low
1-40730-A-1,1-40730-A-1.wav,1,1,rooster,True,natural,78.07,12.0,18,5,79.58,8.76,1.4,1.68,1.0,9.77,Low
1-40967-A-28,1-40967-A-28.wav,1,28,snoring,False,human_activity,74.68,3.76,18,4,81.87,8.12,1.07,1.0,1.07,12.85,Low
1-41615-A-34,1-41615-A-34.wav,1,34,can_opening,False,human_activity,49.24,1.12,22,6,91.6,8.03,1.13,1.03,1.59,7.52,Low
1-4211-A-12,1-4211-A-12.wav,1,12,crackling_fire,True,natural,63.5,1.81,7,1,86.26,8.7,1.0,1.23,1.11,3.41,Low
1-42139-A-38,1-42139-A-38.wav,1,38,clock_tick,True,human_activity,31.61,1.36,6,5,79.51,8.8,1.0,1.0,1.16,0.0,Low
1-43382-A-1,1-43382-A-1.wav,1,1,rooster,True,natural,93.77,2.47,9,5,81.14,8.88,1.0,1.0,1.0,4.36,Low
1-43760-A-11,1-43760-A-11.wav,1,11,sea_waves,True,natural,52.23,2.69,8,1,80.22,8.61,1.49,1.0,1.0,9.18,Low
1-43764-A-34,1-43764-A-34.wav,1,34,can_opening,False,human_activity,53.88,2.34,2,4,84.04,7.78,1.09,2.62,1.03,9.23,Low
1-43807-A-47,1-43807-A-47.wav,1,47,airplane,False,aircraft,97.63,0.31,5,5,83.14,7.07,2.32,1.3,1.07,18.44,Low
1-43807-B-47,1-43807-B-47.wav,1,47,airplane,False,aircraft,95.34,0.32,1,5,80.74,8.31,1.0,1.35,1.0,7.74,Low
1-43807-C-47,1-43807-C-47.wav,1,47,airplane,False,aircraft,104.99,0.28,21,6,79.17,8.28,1.47,1.71,1.0,5.32,Low
1-43807-D-47,1-43807-D-47.wav,1,47,airplane,False,aircraft,85.24,0.34,21,2,73.35,8.51,1.17,1.83,1.0,0.62,Low
1-44831-A-1,1-44831-A-1.wav,1,1,rooster,True,natural,95.58,1.08,3,0,81.38,7.67,1.14,1.47,1.21,9.29,Low
1-45641-A-27,1-45641-A-27.wav,1,27,brushing_teeth,False,human_activity,48.35,1.79,5,1,80.9,8.95,1.0,1.0,1.0,0.0,Low
1-45645-A-31,1-45645-A-31.wav,1,31,mouse_click,False,human_activity,38.11,0.75,19,0,86.94,6.66,1.0,1.0,1.0,9.77,Low
1-46040-A-14,1-46040-A-14.wav,1,14,chirping_birds,False,natural,59.03,2.38,23,4,83.37,10.0,1.0,1.14,1.36,0.0,Low
1-46272-A-12,1-46272-A-12.wav,1,12,crackling_fire,True,natural,55.59,6.5,21,5,83.71,8.65,1.27,1.37,1.75,3.22,Low
1-46274-A-18,1-46274-A-18.wav,1,18,toilet_flush,False,human_activity,56.1,0.96,18,6,88.54,8.0,1.0,1.69,1.15,3.47,Low
1-46353-A-49,1-46353-A-49.wav,1,49,hand_saw,False,construction,106.82,12.0,19,3,38.57,6.58,6.8,5.37,3.71,72.0,High
1-46744-A-36,1-46744-A-36.wav,1,36,vacuum_cleaner,False,human_activity,81.2,0.53,21,2,87.85,9.2,1.64,2.01,1.0,7.41,Low
1-46938-A-7,1-46938-A-7.wav,1,7,insects,False,natural,53.22,3.13,7,0,81.11,8.04,1.0,1.33,1.0,4.33,Low
1-46938-B-7,1-46938-B-7.wav,1,7,insects,False,natural,43.65,0.84,6,2,83.67,8.76,1.0,1.44,1.0,0.33,Low
1-47250-A-41,1-47250-A-41.wav,1,41,chainsaw,True,construction,117.52,12.0,20,2,20.0,2.27,10.0,9.85,8.35,100.0,Severe
1-47250-B-41,1-47250-B-41.wav,1,41,chainsaw,True,construction,101.93,7.77,14,3,31.2,4.35,6.76,7.12,5.76,86.45,Severe
1-47273-A-21,1-47273-A-21.wav,1,21,sneezing,True,human_activity,65.31,0.1,16,1,83.29,9.08,1.0,1.19,1.77,0.0,Low
1-47274-A-21,1-47274-A-21.wav,1,21,sneezing,True,human_activity,55.53,1.19,3,0,86.69,8.23,1.0,1.0,1.31,9.99,Low
1-47709-A-16,1-47709-A-16.wav,1,16,wind,False,natural,69.01,1.56,15,6,74.95,8.63,1.29,1.91,1.0,10.01,Low
1-47714-A-16,1-47714-A-16.wav,1,16,wind,False,natural,51.35,3.4,16,1,96.12,9.17,1.0,1.95,1.0,3.26,Low
1-47819-A-5,1-47819-A-5.wav,1,5,cat,False,natural,59.73,3.85,0,4,83.63,8.73,2.0,1.0,1.0,7.9,Low
1-47819-B-5,1-47819-B-5.wav,1,5,cat,False,natural,53.08,0.9,7,4,82.43,8.9,1.0,1.0,1.12,0.44,Low
1-47819-C-5,1-47819-C-5.wav,1,5,cat,False,natural,71.78,1.0,12,1,79.16,8.26,1.0,1.0,1.0,5.43,Low
1-47923-A-28,1-47923-A-28.wav,1,28,snoring,False,human_activity,62.88,0.66,21,0,80.73,8.25,1.39,1.38,1.0,7.55,Low
1-48298-A-46,1-48298-A-46.wav,1,46,church_bells,False,human_activity,77.66,0.68,9,3,75.17,7.79,1.74,1.74,1.01,9.6,Low
1-48413-A-38,1-48413-A-38.wav,1,38,clock_tick,True,human_activity,25.0,0.49,7,1,83.16,7.38,1.0,1.59,1.0,4.89,Low
1-49098-A-35,1-49098-A-35.wav,1,35,washing_machine,False,human_activity,75.29,0.4,18,0,79.58,8.28,1.0,1.0,1.9,4.54,Low
1-49409-A-8,1-49409-A-8.wav,1,8,sheep,False,natural,69.26,0.51,13,5,81.71,7.66,1.0,1.0,1.0,4.24,Low
1-49409-B-8,1-49409-B-8.wav,1,8,sheep,False,natural,62.22,6.79,21,5,82.81,8.6,1.0,1.0,1.07,0.33,Low
1-50060-A-10,1-50060-A-10.wav,1,10,rain,True,natural,49.08,4.19,6,5,83.3,8.38,1.58,1.18,1.0,6.92,Low
1-50454-A-44,1-50454-A-44.wav,1,44,engine,False,traffic,79.53,4.4,23,5,74.79,8.05,2.2,2.5,2.73,20.09,Low
1-50455-A-44,1-50455-A-44.wav,1,44,engine,False,traffic,80.98,12.0,14,6,60.94,7.46,2.56,1.9,2.16,27.45,Moderate
1-50623-A-15,1-50623-A-15.wav,1,15,water_drops,False,natural,35.04,0.68,18,4,81.54,8.22,1.0,1.0,1.0,0.0,Low
1-50625-A-17,1-50625-A-17.wav,1,17,pouring_water,False,natural,42.97,1.52,15,3,85.97,8.98,1.0,1.48,1.0,2.88,Low
1-50661-A-44,1-50661-A-44.wav,1,44,engine,False,traffic,74.52,11.79,19,5,72.47,7.17,3.39,2.93,2.31,26.0,Moderate
1-50688-A-17,1-50688-A-17.wav,1,17,pouring_water,False,natural,46.72,1.97,18,6,88.51,8.95,1.0,1.0,1.19,3.47,Low
1-51035-A-16,1-51035-A-16.wav,1,16,wind,False,natural,61.41,2.21,7,5,84.95,8.05,1.0,1.0,1.88,5.89,Low
1-51036-A-16,1-51036-A-16.wav,1,16,wind,False,natural,57.12,10.03,21,3,90.16,8.53,1.03,1.35,1.12,7.08,Low
1-51037-A-16,1-51037-A-16.wav,1,16,wind,False,natural,69.49,0.21,4,6,79.0,8.57,1.43,1.57,1.0,13.07,Low
1-51147-A-25,1-51147-A-25.wav,1,25,footsteps,False,human_activity,56.81,0.68,2,6,89.77,8.5,1.04,1.48,1.0,5.85,Low
1-51170-A-18,1-51170-A-18.wav,1,18,toilet_flush,False,human_activity,73.51,1.59,14,2,81.52,7.52,1.16,1.18,1.0,9.58,Low
1-51433-A-17,1-51433-A-17.wav,1,17,pouring_water,False,natural,57.71,1.74,6,4,80.62,7.71,1.0,1.98,1.35,9.39,Low
1-51436-A-17,1-51436-A-17.wav,1,17,pouring_water,False,natural,25.0,7.18,12,3,91.68,8.81,1.74,1.0,1.0,5.18,Low
1-51805-A-33,1-51805-A-33.wav,1,33,door_wood_creaks,False,human_activity,49.31,2.73,9,3,87.07,8.04,1.23,1.0,2.23,6.94,Low
1-51805-B-33,1-51805-B-33.wav,1,33,door_wood_creaks,False,human_activity,53.63,12.0,23,0,89.31,8.04,1.0,1.55,1.0,1.42,Low
1-51805-C-33,1-51805-C-33.wav,1,33,door_wood_creaks,False,human_activity,68.24,0.76,7,1,79.74,8.51,1.0,2.0,1.32,3.73,Low
1-51805-D-33,1-51805-D-33.wav,1,33,door_wood_creaks,False,human_activity,48.88,3.3,18,2,75.08,8.2,1.0,1.0,1.0,1.47,Low
1-51805-E-33,1-51805-E-33.wav,1,33,door_wood_creaks,False,human_activity,42.31,0.23,9,2,89.89,9.44,1.0,1.68,1.02,0.0,Low
1-51805-F-33,1-51805-F-33.wav,1,33,door_wood_creaks,False,human_activity,43.38,2.2,22,3,82.53,8.5,1.04,1.0,1.0,3.85,Low
1-51805-G-33,1-51805-G-33.wav,1,33,door_wood_creaks,False,human_activity,40.13,0.56,23,0,90.87,8.64,1.0,1.0,1.39,5.17,Low
1-51805-H-33,1-51805-H-33.wav,1,33,door_wood_creaks,False,human_activity,46.03,0.25,8,0,85.57,8.14,1.0,1.0,1.61,5.23,Low
1-52266-A-24,1-52266-A-24.wav,1,24,coughing,False,human_activity,69.85,0.71,9,6,83.63,7.87,1.0,1.71,1.32,8.0,Low
1-52290-A-30,1-52290-A-30.wav,1,30,door_wood_knock,False,human_activity,57.23,1.24,12,6,82.35,8.43,1.0,1.0,1.0,10.11,Low
1-52323-A-24,1-52323-A-24.wav,1,24,coughing,False,human_activity,62.84,0.65,0,4,81.57,7.75,1.09,1.0,1.21,4.98,Low
1-53444-A-28,1-53444-A-28.wav,1,28,snoring,False,human_activity,48.44,0.85,13,3,83.55,8.8,1.0,1.0,1.0,2.6,Low
1-53467-A-47,1-53467-A-47.wav,1,47,airplane,False,aircraft,99.47,0.24,5,0,86.13,8.71,1.85,1.55,1.0,6.2,Low
1-53501-A-32,1-53501-A-32.wav,1,32,keyboard_typing,False,human_activity,52.05,3.2,7,1,77.6,8.46,1.1,1.6,1.0,6.26,Low
1-53663-A-24,1-53663-A-24.wav,1,24,coughing,False,human_activity,74.87,0.38,11,1,82.73,9.78,1.79,1.0,1.0,3.17,Low
1-53670-A-18,1-53670-A-18.wav,1,18,toilet_flush,False,human_activity,88.01,0.84,13,6,81.28,8.77,1.0,2.24,1.7,10.59,Low
1-54065-A-45,1-54065-A-45.wav,1,45,train,False,traffic,89.69,12.0,17,1,66.79,6.81,4.31,3.59,3.69,41.55,Moderate
1-54065-B-45,1-54065-B-45.wav,1,45,train,False,traffic,92.16,1.88,4,4,70.49,7.99,1.55,1.57,2.4,19.79,Low
1-54084-A-42,1-54084-A-42.wav,1,42,siren,False,traffic,124.01,0.48,18,1,71.02,7.95,3.17,2.27,2.15,23.73,Low
1-54505-A-21,1-54505-A-21.wav,1,21,sneezing,True,human_activity,69.64,2.61,19,0,82.05,8.17,1.28,1.08,2.16,10.63,Low
1-54747-A-46,1-54747-A-46.wav,1,46,church_bells,False,human_activity,73.98,1.63,5,5,74.37,8.31,1.0,1.58,1.34,12.23,Low
1-54752-A-18,1-54752-A-18.wav,1,18,toilet_flush,False,human_activity,69.61,1.54,13,1,93.99,8.02,2.15,1.91,1.0,9.24,Low
1-54918-A-14,1-54918-A-14.wav,1,14,chirping_birds,False,natural,51.86,0.1,22,2,85.26,8.74,1.47,1.0,1.0,0.39,Low
1-54918-B-14,1-54918-B-14.wav,1,14,chirping_birds,False,natural,56.48,2.26,3,1,84.22,8.48,1.01,1.0,1.34,6.39,Low
1-54958-A-10,1-54958-A-10.wav,1,10,rain,True,natural,45.09,0.1,7,0,74.01,8.38,1.86,2.43,1.0,5.55,Low
1-56233-A-9,1-56233-A-9.wav,1,9,crow,False,natural,76.26,0.83,14,6,77.31,8.81,1.82,1.0,1.28,3.21,Low
1-56234-A-9,1-56234-A-9.wav,1,9,crow,False,natural,65.27,2.71,12,6,82.74,7.85,1.0,1.08,1.13,8.26,Low
1-56269-A-18,1-56269-A-18.wav,1,18,toilet_flush,False,human_activity,74.98,0.66,6,2,74.66,9.54,2.06,1.0,1.16,4.51,Low
1-56270-A-29,1-56270-A-29.wav,1,29,drinking_sipping,False,human_activity,51.21,1.51,7,2,90.4,8.6,1.29,1.0,1.06,3.39,Low
1-56311-A-10,1-56311-A-10.wav,1,10,rain,True,natural,32.34,0.1,3,6,85.71,8.13,1.35,1.17,1.13,5.13,Low
1-56380-A-5,1-56380-A-5.wav,1,5,cat,False,natural,72.09,0.1,11,4,85.82,8.36,1.0,1.0,1.68,0.0,Low
1-56380-B-5,1-56380-B-5.wav,1,5,cat,False,natural,67.07,8.59,6,6,96.43,9.02,1.57,1.0,1.37,4.71,Low
1-56907-A-46,1-56907-A-46.wav,1,46,church_bells,False,human_activity,80.69,0.69,11,0,74.73,8.8,1.68,1.0,1.3,2.66,Low
1-57163-A-38,1-57163-A-38.wav,1,38,clock_tick,True,human_activity,28.26,0.59,22,3,83.55,9.0,1.0,1.0,1.0,0.0,Low
1-57316-A-13,1-57316-A-13.wav,1,13,crickets,False,natural,47.14,10.18,3,0,87.71,8.4,1.58,1.0,1.0,5.41,Low
1-57318-A-13,1-57318-A-13.wav,1,13,crickets,False,natural,29.63,12.0,3,3,85.89,8.18,1.0,1.67,1.0,7.19,Low
1-57795-A-8,1-57795-A-8.wav,1,8,sheep,False,natural,51.88,0.99,4,2,82.17,8.3,1.0,2.12,1.0,6.15,Low
1-58277-A-3,1-58277-A-3.wav,1,3,cow,False,natural,83.0,12.0,0,6,79.96,8.44,1.04,1.33,1.83,8.16,Low
1-58792-A-24,1-58792-A-24.wav,1,24,coughing,False,human_activity,60.11,1.97,0,6,79.47,7.85,1.11,1.0,1.97,7.18,Low
1-58846-A-34,1-58846-A-34.wav,1,34,can_opening,False,human_activity,52.57,1.84,0,3,93.11,9.02,1.38,1.05,1.36,2.49,Low
1-58923-A-27,1-58923-A-27.wav,1,27,brushing_teeth,False,human_activity,49.49,0.9,1,6,91.73,8.72,1.0,2.24,1.01,7.52,Low
1-58923-B-27,1-58923-B-27.wav,1,27,brushing_teeth,False,human_activity,41.03,2.08,18,6,79.89,8.66,1.0,1.0,1.17,3.14,Low
1-59102-A-13,1-59102-A-13.wav,1,13,crickets,False,natural,35.16,3.41,11,6,80.06,8.44,1.0,1.0,1.0,10.63,Low
1-59324-A-21,1-59324-A-21.wav,1,21,sneezing,True,human_activity,60.37,0.32,17,1,87.45,8.72,1.0,1.0,1.0,6.67,Low
1-59513-A-0,1-59513-A-0.wav,1,0,dog,True,natural,91.29,1.58,3,2,89.04,8.21,1.81,1.48,1.68,5.25,Low
1-5996-A-6,1-5996-A-6.wav,1,6,hen,False,natural,54.05,0.4,4,3,88.01,7.64,1.0,1.0,1.11,9.13,Low
1-60460-A-36,1-60460-A-36.wav,1,36,vacuum_cleaner,False,human_activity,85.47,0.13,9,2,76.82,7.89,1.28,1.13,1.54,9.8,Low
1-60676-A-34,1-60676-A-34.wav,1,34,can_opening,False,human_activity,73.82,0.9,20,3,72.34,8.21,1.0,2.01,1.14,5.61,Low
1-60997-A-20,1-60997-A-20.wav,1,20,crying_baby,True,human_activity,68.81,1.04,20,4,86.24,8.3,1.45,1.07,1.42,3.37,Low
1-60997-B-20,1-60997-B-20.wav,1,20,crying_baby,True,human_activity,85.09,3.73,21,3,77.09,8.36,1.95,1.0,1.75,13.26,Low
1-61212-A-32,1-61212-A-32.wav,1,32,keyboard_typing,False,human_activity,52.77,0.86,15,6,86.47,8.57,1.21,1.0,1.28,3.07,Low
1-61221-A-17,1-61221-A-17.wav,1,17,pouring_water,False,natural,56.26,3.95,22,3,81.33,9.01,1.18,1.0,1.0,0.0,Low
1-61252-A-11,1-61252-A-11.wav,1,11,sea_waves,True,natural,54.66,0.84,5,1,81.84,7.91,1.06,1.38,1.58,10.69,Low
1-61261-A-44,1-61261-A-44.wav,1,44,engine,False,traffic,76.5,12.0,4,6,74.89,8.34,2.75,2.37,2.7,21.95,Low
1-61534-A-27,1-61534-A-27.wav,1,27,brushing_teeth,False,human_activity,32.88,1.25,21,6,82.71,8.2,1.0,1.33,1.0,3.24,Low
1-62509-A-45,1-62509-A-45.wav,1,45,train,False,traffic,77.71,7.69,22,2,66.86,8.43,2.64,2.57,1.74,23.06,Low
1-62565-A-44,1-62565-A-44.wav,1,44,engine,False,traffic,76.43,1.38,12,1,78.25,8.03,2.29,2.25,2.85,11.27,Low
1-62594-A-32,1-62594-A-32.wav,1,32,keyboard_typing,False,human_activity,53.72,0.6,3,6,86.31,8.02,1.05,1.7,1.4,5.08,Low
1-62849-A-38,1-62849-A-38.wav,1,38,clock_tick,True,human_activity,25.37,1.84,9,4,85.99,8.64,1.0,1.16,1.51,0.0,Low
1-62850-A-38,1-62850-A-38.wav,1,38,clock_tick,True,human_activity,33.44,0.38,13,3,74.16,9.22,1.0,1.0,1.0,0.0,Low
1-63679-A-24,1-63679-A-24.wav,1,24,coughing,False,human_activity,63.82,2.4,21,5,87.35,9.36,1.87,1.19,1.29,1.32,Low
1-63871-A-10,1-63871-A-10.wav,1,10,rain,True,natural,55.36,6.59,6,6,83.59,8.8,1.0,1.0,1.38,5.16,Low
1-64398-A-41,1-64398-A-41.wav,1,41,chainsaw,True,construction,101.83,3.47,6,2,43.14,6.42,6.04,4.51,4.32,58.64,High
1-64398-B-41,1-64398-B-41.wav,1,41,chainsaw,True,construction,111.0,0.86,16,0,66.34,6.71,2.56,3.23,2.36,34.15,Moderate
1-64473-A-45,1-64473-A-45.wav,1,45,train,False,traffic,86.08,1.05,6,2,81.38,6.95,1.0,2.18,2.21,13.05,Low
1-65483-A-13,1-65483-A-13.wav,1,13,crickets,False,natural,33.61,2.57,12,5,81.58,7.71,1.0,1.11,1.0,9.67,Low
1-67033-A-37,1-67033-A-37.wav,1,37,clock_alarm,False,human_activity,85.3,0.73,2,5,79.22,9.03,1.23,2.0,1.98,2.31,Low
1-67152-A-17,1-67152-A-17.wav,1,17,pouring_water,False,natural,44.7,2.42,9,2,79.16,9.48,1.0,1.7,1.2,0.02,Low
1-67230-A-29,1-67230-A-29.wav,1,29,drinking_sipping,False,human_activity,32.45,2.2,8,0,88.71,8.82,1.86,1.37,1.0,2.26,Low
1-67432-A-27,1-67432-A-27.wav,1,27,brushing_teeth,False,human_activity,45.76,1.01,8,0,81.73,8.8,2.02,1.26,1.25,7.08,Low
1-68628-A-27,1-68628-A-27.wav,1,27,brushing_teeth,False,human_activity,41.63,3.99,12,0,88.14,9.02,1.0,1.0,1.48,0.09,Low
1-68670-A-34,1-68670-A-34.wav,1,34,can_opening,False,human_activity,63.18,1.07,11,6,85.19,8.21,1.0,1.0,1.0,5.17,Low
1-68734-A-34,1-68734-A-34.wav,1,34,can_opening,False,human_activity,60.3,1.37,2,2,92.31,8.03,1.0,1.36,1.54,5.32,Low
1-69165-A-34,1-69165-A-34.wav,1,34,can_opening,False,human_activity,54.49,0.81,15,4,81.63,8.31,1.29,1.22,1.0,1.22,Low
1-69422-A-3,1-69422-A-3.wav,1,3,cow,False,natural,69.78,1.74,11,5,84.37,8.28,1.43,1.93,1.22,3.44,Low
1-69641-A-3,1-69641-A-3.wav,1,3,cow,False,natural,77.88,1.06,22,3,78.65,7.9,1.13,1.0,1.01,9.53,Low
1-69760-A-16,1-69760-A-16.wav,1,16,wind,False,natural,35.89,5.7,17,4,95.8,8.23,1.23,1.0,1.11,3.57,Low
1-70300-A-45,1-70300-A-45.wav,1,45,train,False,traffic,87.8,10.08,19,3,61.01,7.26,3.68,3.28,3.46,33.99,Moderate
1-7057-A-12,1-7057-A-12.wav,1,12,crackling_fire,True,natural,43.2,2.45,3,2,89.25,8.16,1.0,2.12,1.11,5.7,Low
1-71030-A-6,1-71030-A-6.wav,1,6,hen,False,natural,57.98,2.28,22,5,86.76,7.72,1.0,1.21,1.09,7.52,Low
1-72195-A-37,1-72195-A-37.wav,1,37,clock_alarm,False,human_activity,87.09,0.89,12,1,75.39,8.06,1.92,1.11,1.11,5.68,Low
1-72195-B-37,1-72195-B-37.wav,1,37,clock_alarm,False,human_activity,77.58,2.64,23,4,83.28,8.93,1.03,1.0,1.83,7.13,Low
1-72229-A-6,1-72229-A-6.wav,1,6,hen,False,natural,73.92,12.0,7,1,80.35,8.67,1.38,1.35,1.31,6.62,Low
1-72229-B-6,1-72229-B-6.wav,1,6,hen,False,natural,69.3,0.52,16,2,80.06,9.05,1.18,1.0,2.22,1.02,Low
1-72695-A-26,1-72695-A-26.wav,1,26,laughing,False,human_activity,75.8,1.61,19,4,75.89,7.93,1.65,2.48,1.0,8.17,Low
1-73123-A-26,1-73123-A-26.wav,1,26,laughing,False,human_activity,70.39,0.26,1,2,96.73,9.09,1.81,1.73,1.84,9.81,Low
1-73585-A-7,1-73585-A-7.wav,1,7,insects,False,natural,26.78,4.86,7,3,86.32,8.83,1.0,1.0,1.38,4.05,Low
1-74517-A-37,1-74517-A-37.wav,1,37,clock_alarm,False,human_activity,80.14,0.71,7,5,86.92,8.19,1.18,1.0,1.69,1.04,Low
1-7456-A-13,1-7456-A-13.wav,1,13,crickets,False,natural,41.8,1.07,23,6,91.44,9.69,1.0,1.0,1.44,0.0,Low
1-75162-A-9,1-75162-A-9.wav,1,9,crow,False,natural,76.78,0.47,17,6,84.67,7.62,1.0,1.0,1.35,7.96,Low
1-75189-A-7,1-75189-A-7.wav,1,7,insects,False,natural,43.32,0.55,16,1,87.26,8.24,1.0,1.32,1.39,2.43,Low
1-75190-A-8,1-75190-A-8.wav,1,8,sheep,False,natural,50.98,0.14,23,4,85.83,9.37,1.0,1.29,1.94,6.26,Low
1-76831-A-42,1-76831-A-42.wav,1,42,siren,False,traffic,125.45,12.0,4,4,20.0,3.1,9.89,8.69,7.97,100.0,Severe
1-76831-B-42,1-76831-B-42.wav,1,42,siren,False,traffic,102.6,0.47,0,5,87.37,8.26,1.71,1.39,1.29,12.7,Low
1-76831-C-42,1-76831-C-42.wav,1,42,siren,False,traffic,108.01,6.85,12,2,35.32,4.46,6.41,6.13,4.96,77.69,Severe
1-76831-D-42,1-76831-D-42.wav,1,42,siren,False,traffic,111.24,6.75,16,4,40.62,5.07,6.33,6.46,5.71,74.88,High
1-76831-E-42,1-76831-E-42.wav,1,42,siren,False,traffic,113.76,6.24,9,5,39.67,4.86,8.36,5.77,6.16,82.35,Severe
1-77160-A-3,1-77160-A-3.wav,1,3,cow,False,natural,74.74,1.08,17,2,85.6,8.14,1.2,1.79,1.0,6.13,Low
1-77241-A-3,1-77241-A-3.wav,1,3,cow,False,natural,54.05,0.15,15,6,79.27,8.75,1.75,1.39,1.17,1.92,Low
1-79113-A-5,1-79113-A-5.wav,1,5,cat,False,natural,83.26,1.0,18,6,85.57,8.44,1.45,2.55,1.0,4.2,Low
1-79146-A-29,1-79146-A-29.wav,1,29,drinking_sipping,False,human_activity,43.13,3.11,1,2,85.33,9.75,1.0,1.07,1.17,7.65,Low
1-79220-A-17,1-79220-A-17.wav,1,17,pouring_water,False,natural,46.1,4.26,14,0,81.69,8.11,1.0,1.15,1.0,6.42,Low
1-79236-A-36,1-79236-A-36.wav,1,36,vacuum_cleaner,False,human_activity,73.93,1.12,17,2,79.23,7.48,1.17,2.33,1.0,8.47,Low
1-79711-A-32,1-79711-A-32.wav,1,32,keyboard_typing,False,human_activity,48.3,1.08,21,5,83.92,8.12,1.2,1.0,1.14,0.0,Low
1-7973-A-7,1-7973-A-7.wav,1,7,insects,False,natural,56.84,1.71,7,4,78.56,8.24,1.0,1.4,1.0,4.08,Low
1-7974-A-49,1-7974-A-49.wav,1,49,hand_saw,False,construction,90.97,12.0,12,3,61.62,6.51,3.92,4.92,4.34,52.24,High
1-7974-B-49,1-7974-B-49.wav,1,49,hand_saw,False,construction,107.44,0.14,8,1,79.21,8.1,1.92,1.0,1.0,9.65,Low
1-80785-A-7,1-80785-A-7.wav,1,7,insects,False,natural,44.85,3.93,14,0,90.16,8.03,1.0,1.0,1.0,10.41,Low
1-80840-A-13,1-80840-A-13.wav,1,13,crickets,False,natural,30.62,1.08,17,0,85.85,8.12,1.39,1.0,1.43,10.63,Low
1-80841-A-13,1-80841-A-13.wav,1,13,crickets,False,natural,36.29,1.45,2,4,78.37,8.9,1.64,1.26,1.0,2.53,Low
1-81001-A-30,1-81001-A-30.wav,1,30,door_wood_knock,False,human_activity,54.59,1.14,21,1,79.13,8.63,1.24,1.0,1.0,1.29,Low
1-81001-B-30,1-81001-B-30.wav,1,30,door_wood_knock,False,human_activity,43.3,0.92,22,6,82.44,8.21,1.4,1.39,1.58,0.29,Low
1-81269-A-3,1-81269-A-3.wav,1,3,cow,False,natural,74.86,2.83,18,4,81.13,8.09,1.34,1.0,2.04,2.86,Low
1-81851-A-31,1-81851-A-31.wav,1,31,mouse_click,False,human_activity,42.13,0.99,22,0,78.75,7.66,1.56,3.09,1.0,10.78,Low
1-81883-A-21,1-81883-A-21.wav,1,21,sneezing,True,human_activity,86.33,0.44,21,2,71.75,7.77,1.0,1.0,1.0,2.38,Low
